,x,y,z
0,-4.951581052137349,4.74443794548391,0.9566325946390515
1,-3.926548973044265,4.993262582678975,0.3666798585348028
2,-5.438946017711858,4.566298951171921,0.3612303273727646
3,-4.996837430745937,4.80782093240411,2.149871253201402
4,-5.004355518440352,1.137711119702171,1.6201634239664606
5,-5.29283353395304,1.281472353805216,0.5713789803348275
6,-6.294076203323627,1.8326541217939272,0.6081608548487842
7,-6.778406651073884,2.042352638647716,1.6868425921720898
8,-7.423581534688576,3.3039116539280426,1.6834455414580816
9,-7.143092160845349,3.75108074996934,0.6080747784269502
10,-6.906067146688147,4.934409447562571,1.6147213827385376
